Time,	Acc X,	Acc Y,	Acc Z,	GYR X,	GYR Y,	GYR Z
41.932248043836935,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.125
41.937895484650916,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	0.0,	-0.0625
41.943542925464904,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0,	0.0,	-0.0625
41.94919036627889,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0,	0.0625,	-0.125
41.95483780709287,	-0.1899999976158142,	0.0,	9.539999961853027,	0.0,	0.0625,	-0.125
41.96048524790686,	-0.18000000715255737,	-0.019999999552965164,	9.529999732971191,	-0.0625,	0.0,	-0.0625
41.96613268872084,	-0.18000000715255737,	-0.019999999552965164,	9.529999732971191,	-0.0625,	-0.0625,	-0.0625
41.97178012953483,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
41.97742757034881,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.0625
41.983075011162796,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.0625
41.988722451976784,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0625,	-0.0625,	-0.0625
41.994369892790765,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	-0.0625,	-0.0625
42.00001733360475,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.1875
42.00566477441873,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	0.0625,	-0.125
42.01131221523272,	-0.1899999976158142,	-0.009999999776482582,	9.520000457763672,	0.0625,	0.0625,	-0.125
42.01695965604671,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.125,	-0.0625
42.02260709686069,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.125,	-0.0625
42.02825453767468,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.0625
42.03390197848866,	-0.18000000715255737,	0.009999999776482582,	9.550000190734863,	0.0625,	-0.0625,	-0.0625
42.039549419302645,	-0.20000000298023224,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.0625
42.045196860116626,	-0.20000000298023224,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.0625
42.05084430093061,	-0.18000000715255737,	-0.029999999329447746,	9.529999732971191,	0.0,	0.0,	-0.125
42.0564917417446,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0,	-0.0625
42.06213918255858,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0,	-0.0625
42.06778662337257,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	-0.125,	0.0,	-0.125
42.07343406418655,	-0.15000000596046448,	-0.009999999776482582,	9.539999961853027,	-0.125,	0.0,	-0.125
42.07908150500054,	-0.15000000596046448,	-0.009999999776482582,	9.539999961853027,	0.0625,	0.0625,	-0.125
42.084728945814526,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	0.0625,	0.0625,	-0.125
42.090376386628506,	-0.1599999964237213,	0.0,	9.569999694824219,	0.0,	0.0625,	-0.0625
42.096023827442494,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
42.101671268256474,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
42.10731870907046,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.0625
42.11296614988444,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	0.0625,	-0.0625
42.11861359069843,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	-0.0625,	-0.1875
42.12426103151242,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	-0.0625,	-0.1875
42.1299084723264,	-0.17000000178813934,	0.0,	9.520000457763672,	-0.0625,	0.0625,	-0.0625
42.13555591314039,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.0,	-0.125
42.14120335395437,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.0,	-0.125
42.146850794768355,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	0.0,	-0.125
42.15249823558234,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0,	-0.125
42.15814567639632,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.0625
42.16379311721031,	-0.18000000715255737,	-0.029999999329447746,	9.529999732971191,	-0.0625,	0.0,	-0.0625
42.16944055802429,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0625,	-0.1875
42.17508799883828,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0625,	-0.1875
42.18073543965227,	-0.1599999964237213,	0.0,	9.529999732971191,	-0.0625,	0.0625,	-0.0625
42.18638288046625,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0625,	0.0625,	-0.0625
42.192030321280235,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	0.0625,	-0.0625
42.197677762094216,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	-0.1875,	-0.125
42.2033252029082,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0625,	-0.1875,	-0.125
42.208972643722184,	-0.15000000596046448,	0.0,	9.529999732971191,	-0.0625,	-0.1875,	-0.125
42.21462008453617,	-0.15000000596046448,	0.0,	9.529999732971191,	-0.0625,	-0.1875,	-0.125
42.22026752535016,	-0.1599999964237213,	0.0,	9.529999732971191,	-0.1875,	0.125,	-0.125
42.22591496616414,	-0.1899999976158142,	0.0,	9.539999961853027,	0.0,	-0.125,	0.0
42.23156240697813,	-0.18000000715255737,	-0.009999999776482582,	9.520000457763672,	0.0,	-0.125,	0.0
42.23720984779211,	-0.18000000715255737,	-0.009999999776482582,	9.520000457763672,	0.125,	-0.125,	-0.125
42.242857288606096,	-0.1899999976158142,	-0.009999999776482582,	9.520000457763672,	0.125,	-0.125,	-0.125
42.248504729420084,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
42.254152170234065,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
42.25979961104805,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.0,	0.0625
42.26544705186203,	-0.1599999964237213,	-0.029999999329447746,	9.539999961853027,	-0.1875,	-0.0625,	-0.125
42.27109449267602,	-0.1599999964237213,	-0.029999999329447746,	9.539999961853027,	-0.1875,	-0.0625,	-0.125
42.27674193349,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	-0.125,	-0.0625,	-0.125
42.28238937430399,	-0.17000000178813934,	0.0,	9.569999694824219,	-0.125,	-0.0625,	-0.125
42.28803681511798,	-0.17000000178813934,	-0.029999999329447746,	9.550000190734863,	0.0,	-0.0625,	-0.0625
42.29368425593196,	-0.17000000178813934,	-0.029999999329447746,	9.550000190734863,	0.0,	-0.0625,	-0.0625
42.299331696745945,	-0.17000000178813934,	0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	-0.125
42.304979137559926,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0,	0.0,	-0.0625
42.31062657837391,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0,	0.0,	-0.0625
42.3162740191879,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	0.0,	-0.0625,	-0.125
42.32192146000188,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.125
42.32756890081587,	-0.1599999964237213,	0.009999999776482582,	9.539999961853027,	0.0,	0.0625,	0.0
42.33321634162985,	-0.1599999964237213,	0.009999999776482582,	9.539999961853027,	0.0,	0.0625,	0.0
42.33886378244384,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.125,	-0.125
42.344511223257825,	-0.1599999964237213,	0.0,	9.5600004196167,	-0.0625,	-0.125,	-0.125
42.350158664071806,	-0.1599999964237213,	0.0,	9.5600004196167,	0.0,	0.0625,	-0.125
42.355806104885794,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.125,	0.0625,	-0.0625
42.361453545699774,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	-0.125,	0.0625,	-0.0625
42.36710098651376,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	0.0,	-0.125,	-0.0625
42.37274842732774,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	-0.125,	-0.0625
42.37839586814173,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	0.0,	-0.0625
42.38404330895572,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0625,	0.0,	-0.0625
42.3896907497697,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0625,	0.0,	-0.0625
42.395338190583686,	-0.18000000715255737,	0.0,	9.510000228881836,	-0.125,	0.125,	-0.0625
42.40098563139767,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	0.125,	-0.0625
42.406633072211655,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.125,	0.0
42.41228051302564,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0,	-0.125,	0.0
42.41792795383962,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.0625
42.42357539465361,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.0625
42.42922283546759,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.1875,	-0.0625
42.43487027628158,	-0.1599999964237213,	0.0,	9.5600004196167,	0.0,	0.1875,	-0.0625
42.44051771709556,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	0.0625,	-0.0625
42.44616515790955,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.125,	-0.1875
42.451812598723535,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	0.0625,	-0.125,	-0.1875
42.457460039537516,	-0.1599999964237213,	0.0,	9.569999694824219,	-0.25,	0.0,	-0.0625
42.4631074803515,	-0.1599999964237213,	0.0,	9.569999694824219,	-0.25,	0.0,	-0.0625
42.468754921165484,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.0625,	0.0,	-0.125
42.47440236197947,	-0.1599999964237213,	-0.019999999552965164,	9.539999961853027,	-0.0625,	0.0,	-0.125
42.48004980279346,	-0.15000000596046448,	0.0,	9.529999732971191,	-0.0625,	-0.125,	-0.0625
42.48569724360744,	-0.15000000596046448,	0.0,	9.529999732971191,	-0.0625,	0.0,	-0.125
42.49134468442143,	-0.17000000178813934,	0.0,	9.529999732971191,	-0.0625,	0.0,	-0.125
42.49699212523541,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.1875,	0.0,	-0.125
42.502639566049396,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.1875,	0.0,	-0.125
42.508287006863384,	-0.20000000298023224,	0.0,	9.550000190734863,	-0.125,	0.0,	-0.0625
42.513934447677364,	-0.20000000298023224,	0.0,	9.539999961853027,	-0.125,	0.0,	-0.0625
42.51958188849135,	-0.18000000715255737,	0.0,	9.520000457763672,	0.0,	0.0625,	-0.1875
42.52522932930533,	-0.18000000715255737,	0.0,	9.520000457763672,	0.0,	0.0625,	-0.1875
42.53087677011932,	-0.18000000715255737,	-0.009999999776482582,	9.5600004196167,	0.0625,	-0.0625,	-0.0625
42.5365242109333,	-0.15000000596046448,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.0625
42.54217165174729,	-0.15000000596046448,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.0625
42.54781909256128,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0625,	-0.1875,	0.0625
42.55346653337526,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.1875,	0.0625
42.559113974189245,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.125,	-0.125
42.564761415003225,	-0.18000000715255737,	-0.019999999552965164,	9.569999694824219,	0.0625,	0.125,	-0.125
42.57040885581721,	-0.18000000715255737,	-0.029999999329447746,	9.550000190734863,	-0.0625,	0.0,	-0.25
42.5760562966312,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	0.0,	-0.125
42.58170373744518,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	0.0,	-0.125
42.58735117825917,	-0.17000000178813934,	0.0,	9.520000457763672,	-0.125,	0.125,	-0.1875
42.59299861907315,	-0.17000000178813934,	0.009999999776482582,	9.529999732971191,	-0.125,	0.125,	-0.1875
42.59864605988714,	-0.17000000178813934,	0.009999999776482582,	9.529999732971191,	-0.0625,	-0.0625,	-0.125
42.60429350070112,	-0.18000000715255737,	0.009999999776482582,	9.5600004196167,	-0.0625,	-0.0625,	-0.125
42.609940941515106,	-0.17000000178813934,	0.0,	9.520000457763672,	-0.0625,	0.0,	-0.125
42.61558838232909,	-0.17000000178813934,	0.0,	9.550000190734863,	0.125,	0.0,	-0.0625
42.621235823143074,	-0.17000000178813934,	0.0,	9.550000190734863,	0.125,	0.0,	-0.0625
42.62688326395706,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.125
42.63253070477104,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0,	-0.125
42.63817814558503,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.125,	0.0,	0.0625
42.64382558639902,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.125,	0.0,	0.0625
42.649473027213,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
42.655120468026986,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.25
42.66076790884097,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.25
42.666415349654955,	-0.17000000178813934,	0.009999999776482582,	9.529999732971191,	0.125,	0.125,	-0.125
42.67206279046894,	-0.1899999976158142,	0.0,	9.529999732971191,	0.125,	0.125,	-0.125
42.67771023128292,	-0.1899999976158142,	0.0,	9.529999732971191,	0.0,	0.125,	-0.0625
42.68335767209691,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0,	0.125,	-0.0625
42.68900511291089,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.125,	0.0
42.69465255372488,	-0.1599999964237213,	0.0,	9.529999732971191,	-0.0625,	0.0,	-0.125
42.70029999453886,	-0.1599999964237213,	0.0,	9.529999732971191,	-0.0625,	0.0,	-0.125
42.70594743535285,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	-0.0625,	-0.125
42.711594876166835,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	0.0625,	-0.0625,	-0.125
42.717242316980816,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	0.0625,	0.0625,	-0.0625
42.7228897577948,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	0.0625,	0.0625,	-0.0625
42.728537198608784,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.0625
42.73418463942277,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.0625
42.73983208023676,	-0.1899999976158142,	0.0,	9.529999732971191,	-0.0625,	0.0,	-0.0625
42.74547952105074,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0625,	-0.0625
42.75112696186473,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	0.0625,	-0.0625
42.75677440267871,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0625,	0.1875,	-0.1875
42.762421843492696,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	0.0625,	0.1875,	-0.1875
42.76806928430668,	-0.18000000715255737,	0.009999999776482582,	9.520000457763672,	-0.0625,	0.0,	-0.0625
42.773716725120664,	-0.18000000715255737,	0.009999999776482582,	9.520000457763672,	-0.0625,	0.0,	-0.0625
42.77936416593465,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0,	-0.125,	-0.0625
42.78501160674863,	-0.15000000596046448,	-0.009999999776482582,	9.529999732971191,	0.0,	-0.125,	-0.0625
42.79065904756262,	-0.15000000596046448,	-0.009999999776482582,	9.529999732971191,	0.0625,	0.0,	0.0
42.7963064883766,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.125,	-0.0625,	0.0
42.80195392919059,	-0.20000000298023224,	0.0,	9.550000190734863,	-0.125,	-0.0625,	0.0
42.807601370004576,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	-0.0625,	-0.0625,	-0.0625
42.81324881081856,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	-0.0625,	-0.0625,	-0.0625
42.818896251632545,	-0.1599999964237213,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	0.0
42.824543692446525,	-0.1599999964237213,	-0.009999999776482582,	9.529999732971191,	0.0625,	0.0,	0.0
42.83019113326051,	-0.1599999964237213,	-0.009999999776482582,	9.529999732971191,	0.0,	-0.1875,	0.0
42.835838574074494,	-0.17000000178813934,	0.0,	9.579999923706055,	-0.0625,	-0.125,	-0.0625
42.84148601488848,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	-0.0625,	-0.125,	-0.0625
42.84713345570247,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	-0.0625,	0.0625,	-0.125
42.85278089651645,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.0625,	0.0625,	-0.125
42.85842833733044,	-0.17000000178813934,	-0.029999999329447746,	9.550000190734863,	0.0625,	-0.125,	-0.0625
42.86407577814442,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0625,	-0.125,	-0.0625
42.869723218958406,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0625,	-0.1875,	-0.0625
42.87537065977239,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	-0.1875,	-0.0625
42.881018100586374,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	0.0625,	-0.125,	-0.125
42.88666554140036,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0625,	-0.0625
42.89231298221434,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	0.0,	0.0625,	-0.0625
42.89796042302833,	-0.18000000715255737,	-0.009999999776482582,	9.510000228881836,	-0.0625,	-0.0625,	-0.0625
42.90360786384232,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
42.9092553046563,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.125,	-0.125
42.914902745470286,	-0.1599999964237213,	0.009999999776482582,	9.539999961853027,	-0.0625,	-0.125,	-0.125
42.92055018628427,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	-0.125,	0.0,	-0.0625
42.926197627098254,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	0.0,	0.0625,	0.0
42.931845067912235,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0625,	0.0
42.93749250872622,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0625,	-0.0625,	-0.0625
42.94313994954021,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0625,	-0.0625,	-0.0625
42.94878739035419,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	0.0
42.95443483116818,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	-0.0625,	-0.0625,	0.0
42.96008227198216,	-0.1599999964237213,	0.0,	9.529999732971191,	-0.0625,	0.125,	-0.125
42.96572971279615,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	0.0,	0.0
42.971377153610135,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	0.0,	0.0,	0.0
42.977024594424115,	-0.20999999344348907,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
42.9826720352381,	-0.20999999344348907,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
42.988319476052084,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.1875
42.99396691686607,	-0.17000000178813934,	0.0,	9.529999732971191,	-0.0625,	-0.125,	-0.1875
42.99961435768005,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0625,	0.0,	0.0
43.00526179849404,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	0.0,	0.0
43.01090923930803,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	0.0,	-0.0625,	-0.0625
43.01655668012201,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	0.1875,	-0.125,	-0.125
43.022204120935996,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	0.1875,	-0.125,	-0.125
43.027851561749976,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	-0.125,	-0.0625
43.033499002563964,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	0.0,	-0.125,	-0.0625
43.03914644337795,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	0.0,	0.0625,	-0.0625
43.04479388419193,	-0.18000000715255737,	0.0,	9.520000457763672,	0.0,	0.0625,	-0.0625
43.05044132500592,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.0625,	-0.125
43.0560887658199,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	0.0,	-0.0625
43.06173620663389,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	0.0,	-0.0625
43.067383647447876,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0,	-0.0625,	-0.0625
43.07303108826186,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.0625,	-0.0625
43.078678529075844,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.125
43.084325969889825,	-0.18000000715255737,	0.0,	9.569999694824219,	-0.0625,	0.0,	-0.125
43.08997341070381,	-0.1599999964237213,	0.0,	9.550000190734863,	0.125,	0.0,	-0.1875
43.09562085151779,	-0.1599999964237213,	0.0,	9.550000190734863,	0.125,	0.0,	-0.1875
43.10126829233178,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	-0.375,	-0.125
43.10691573314577,	-0.1899999976158142,	-0.009999999776482582,	9.5600004196167,	0.125,	0.0,	0.0
43.11256317395975,	-0.1599999964237213,	0.0,	9.529999732971191,	0.125,	0.0,	0.0
43.11821061477374,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	0.0625,	-0.0625
43.12385805558772,	-0.18000000715255737,	-0.019999999552965164,	9.539999961853027,	0.0,	0.0625,	-0.0625
43.129505496401705,	-0.1599999964237213,	-0.019999999552965164,	9.539999961853027,	-0.1875,	0.0,	-0.125
43.13515293721569,	-0.1599999964237213,	-0.019999999552965164,	9.539999961853027,	-0.1875,	0.0,	-0.125
43.140800378029674,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.0625,	-0.125
43.14644781884366,	-0.20000000298023224,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.125
43.15209525965764,	-0.20000000298023224,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.125
43.15774270047163,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.0625,	0.125,	0.0625
43.16339014128561,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.125,	0.0625
43.1690375820996,	-0.1899999976158142,	-0.009999999776482582,	9.529999732971191,	0.0625,	0.0625,	-0.0625
43.174685022913586,	-0.1899999976158142,	-0.009999999776482582,	9.529999732971191,	0.0625,	0.0625,	-0.0625
43.18033246372757,	-0.20000000298023224,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0625,	-0.125
43.185979904541554,	-0.18000000715255737,	0.009999999776482582,	9.5600004196167,	-0.0625,	0.0625,	-0.125
43.191627345355535,	-0.18000000715255737,	0.009999999776482582,	9.5600004196167,	-0.125,	0.0,	-0.125
43.19727478616952,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	-0.0625,	0.125,	-0.0625
43.20292222698351,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.125,	-0.0625
43.20856966779749,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0,	-0.125
43.21421710861148,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0,	-0.125
43.21986454942546,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	0.0,	-0.0625
43.22551199023945,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	-0.125,	0.0,	-0.0625
43.231159431053435,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0,	-0.125
43.236806871867415,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0,	-0.125
43.2424543126814,	-0.20000000298023224,	0.0,	9.529999732971191,	0.0,	-0.0625,	0.0
43.24810175349538,	-0.20000000298023224,	0.0,	9.529999732971191,	0.0,	0.0625,	-0.0625
43.25374919430937,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0625,	-0.0625
43.25939663512335,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0,	-0.0625
43.26504407593734,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0,	-0.0625
43.27069151675133,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.0625
43.27633895756531,	-0.1599999964237213,	0.0,	9.520000457763672,	-0.0625,	-0.125,	-0.0625
43.281986398379296,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.125
43.287633839193276,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.125
43.293281280007264,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.0625,	-0.125
43.29892872082125,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0,	0.0625,	-0.0625
43.30457616163523,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0,	0.0625,	-0.0625
43.31022360244922,	-0.15000000596046448,	-0.019999999552965164,	9.550000190734863,	-0.125,	0.0,	0.0
43.3158710432632,	-0.15000000596046448,	-0.009999999776482582,	9.550000190734863,	-0.125,	0.0,	0.0
43.32151848407719,	-0.15000000596046448,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.125,	-0.0625
43.32716592489117,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.125,	-0.0625
43.33281336570516,	-0.1899999976158142,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.1875,	-0.125
43.338460806519144,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	0.0,	0.0
43.344108247333125,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	0.0,	0.0
43.34975568814711,	-0.18000000715255737,	0.0,	9.520000457763672,	0.0,	0.0,	-0.25
43.35540312896109,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0,	-0.25
43.36105056977508,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.125,	0.0625,	-0.125
43.36669801058907,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.125,	0.0625,	-0.125
43.37234545140305,	-0.1599999964237213,	-0.009999999776482582,	9.520000457763672,	0.1875,	-0.125,	-0.1875
43.37799289221704,	-0.1599999964237213,	-0.009999999776482582,	9.520000457763672,	0.1875,	-0.125,	-0.1875
43.38364033303102,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	-0.125,	-0.1875
43.389287773845005,	-0.1599999964237213,	-0.019999999552965164,	9.539999961853027,	-0.125,	0.125,	-0.1875
