Time,	Acc X,	Acc Y,	Acc Z,	GYR X,	GYR Y,	GYR Z
15.778949634273454,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0,	-0.0625
15.784597075087438,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0,	-0.0625
15.790244515901422,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	0.0625,	0.0625,	0.0
15.795891956715408,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0625,	0.0625,	0.0
15.801539397529393,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.125,	-0.1875
15.807186838343377,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.125,	-0.1875
15.812834279157363,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0,	0.0625,	-0.125
15.818481719971347,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	0.0625,	-0.125
15.824129160785331,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.125,	0.0
15.829776601599317,	-0.18000000715255737,	-0.019999999552965164,	9.539999961853027,	-0.0625,	0.0,	-0.0625
15.835424042413301,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.0625,	0.0,	-0.0625
15.841071483227285,	-0.17000000178813934,	-0.009999999776482582,	9.579999923706055,	-0.0625,	0.0625,	0.0625
15.846718924041271,	-0.17000000178813934,	-0.009999999776482582,	9.579999923706055,	-0.0625,	0.0625,	0.0625
15.852366364855255,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	-0.1875,	-0.0625
15.85801380566924,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0,	-0.1875,	-0.0625
15.863661246483225,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0,	0.125,	-0.1875
15.86930868729721,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0625,	0.125,	-0.125
15.874956128111195,	-0.20000000298023224,	0.0,	9.529999732971191,	0.0625,	0.125,	-0.125
15.88060356892518,	-0.20000000298023224,	0.0,	9.529999732971191,	-0.0625,	-0.0625,	-0.0625
15.886251009739164,	-0.20000000298023224,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
15.89189845055315,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
15.897545891367134,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
15.903193332181118,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	0.125,	-0.125,	-0.0625
15.908840772995104,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.125,	-0.125,	-0.0625
15.914488213809088,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0,	-0.125
15.920135654623072,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.125,	-0.0625
15.925783095437058,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.125,	-0.0625
15.931430536251042,	-0.18000000715255737,	-0.019999999552965164,	9.529999732971191,	0.0,	0.0625,	-0.1875
15.937077977065027,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	0.0625,	-0.1875
15.942725417879013,	-0.17000000178813934,	0.0,	9.5600004196167,	0.125,	0.0625,	-0.0625
15.948372858692997,	-0.1599999964237213,	0.0,	9.539999961853027,	0.125,	0.0625,	-0.0625
15.95402029950698,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.0625
15.959667740320967,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.125
15.965315181134951,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.0625,	-0.125
15.970962621948935,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.125,	-0.0625
15.976610062762921,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.125,	-0.0625
15.982257503576905,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0625,	-0.125
15.98790494439089,	-0.17000000178813934,	0.0,	9.529999732971191,	-0.0625,	0.0625,	-0.125
15.993552385204875,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0,	-0.125,	-0.0625
15.99919982601886,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0,	-0.125,	-0.0625
16.004847266832844,	-0.18000000715255737,	-0.009999999776482582,	9.5600004196167,	0.0,	0.0,	-0.0625
16.010494707646828,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0625,	0.0,	-0.0625
16.016142148460816,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0625,	0.0,	-0.0625
16.0217895892748,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.1875
16.027437030088784,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	0.0,	-0.0625,	-0.1875
16.033084470902768,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	-0.0625,	-0.0625,	0.0
16.038731911716752,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.0625,	-0.0625,	0.0
16.044379352530736,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	0.0,	0.0
16.050026793344724,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0625,	-0.0625
16.055674234158708,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0625,	-0.0625
16.061321674972692,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0,	0.0625,	-0.0625
16.066969115786677,	-0.1899999976158142,	0.0,	9.529999732971191,	0.0,	0.0625,	-0.0625
16.07261655660066,	-0.1899999976158142,	0.0,	9.529999732971191,	-0.0625,	0.0,	-0.0625
16.078263997414645,	-0.1599999964237213,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.0625
16.083911438228633,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0,	-0.0625
16.089558879042617,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0,	-0.0625
16.0952063198566,	-0.17000000178813934,	-0.019999999552965164,	9.529999732971191,	0.125,	-0.0625,	-0.0625
16.100853760670585,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.1875,	0.125,	0.0625
16.10650120148457,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	-0.1875,	0.125,	0.0625
16.112148642298553,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	-0.1875,	-0.0625,	-0.0625
16.11779608311254,	-0.1899999976158142,	-0.019999999552965164,	9.5600004196167,	-0.1875,	-0.0625,	-0.0625
16.123443523926525,	-0.1599999964237213,	0.0,	9.550000190734863,	0.125,	0.0,	-0.125
16.12909096474051,	-0.1599999964237213,	0.0,	9.550000190734863,	0.125,	0.0,	-0.125
16.134738405554494,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
16.140385846368478,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.0625,	-0.0625,	-0.0625
16.146033287182465,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	-0.0625,	-0.0625
16.15168072799645,	-0.18000000715255737,	0.0,	9.510000228881836,	-0.0625,	0.0625,	0.0
16.157328168810434,	-0.1899999976158142,	0.0,	9.5600004196167,	-0.0625,	0.0625,	0.0
16.162975609624418,	-0.1899999976158142,	0.0,	9.510000228881836,	0.0,	0.0,	-0.0625
16.168623050438402,	-0.1899999976158142,	0.0,	9.510000228881836,	0.0,	0.0,	-0.0625
16.174270491252386,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0,	0.1875,	-0.0625
16.179917932066374,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0,	0.1875,	-0.0625
16.185565372880358,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0625,	0.0,	-0.125
16.191212813694342,	-0.1599999964237213,	-0.03999999910593033,	9.539999961853027,	0.0,	-0.0625,	0.0
16.196860254508326,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0,	-0.0625,	0.0
16.20250769532231,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.125
16.208155136136295,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	-0.0625,	-0.125
16.213802576950282,	-0.17000000178813934,	0.0,	9.569999694824219,	0.125,	0.0,	-0.0625
16.219450017764267,	-0.1599999964237213,	0.0,	9.550000190734863,	0.125,	0.0,	-0.0625
16.22509745857825,	-0.1599999964237213,	0.0,	9.550000190734863,	-0.125,	0.0625,	-0.0625
16.230744899392235,	-0.1599999964237213,	0.0,	9.5600004196167,	-0.125,	0.0625,	-0.0625
16.23639234020622,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.125,	-0.1875
16.242039781020203,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	-0.1875,	-0.125
16.24768722183419,	-0.17000000178813934,	0.009999999776482582,	9.550000190734863,	-0.0625,	-0.1875,	-0.125
16.253334662648175,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.125,	0.125,	-0.125
16.25898210346216,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.125,	0.125,	-0.125
16.264629544276143,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.125,	0.0,	-0.0625
16.270276985090128,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	-0.125,	0.0,	-0.0625
16.275924425904112,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.0625
16.2815718667181,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.125
16.287219307532084,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0,	-0.125
16.292866748346068,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.0625
16.298514189160052,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.0625
16.304161629974036,	-0.1599999964237213,	-0.019999999552965164,	9.529999732971191,	0.0,	0.0625,	-0.1875
16.30980907078802,	-0.1599999964237213,	0.0,	9.569999694824219,	0.0,	0.0625,	-0.1875
16.315456511602008,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	-0.0625,	-0.1875
16.321103952415992,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	-0.0625,	-0.1875
16.326751393229976,	-0.18000000715255737,	0.0,	9.520000457763672,	-0.0625,	0.0625,	0.0
16.33239883404396,	-0.18000000715255737,	-0.009999999776482582,	9.5600004196167,	-0.0625,	0.0625,	0.0
16.338046274857945,	-0.18000000715255737,	-0.009999999776482582,	9.5600004196167,	-0.0625,	0.0625,	0.0
16.343693715671932,	-0.18000000715255737,	0.0,	9.529999732971191,	0.125,	0.0625,	-0.0625
16.349341156485917,	-0.18000000715255737,	0.0,	9.5600004196167,	0.125,	0.0625,	-0.0625
16.3549885972999,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0,	0.125,	-0.1875
16.360636038113885,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	0.125,	-0.1875
16.36628347892787,	-0.18000000715255737,	0.009999999776482582,	9.550000190734863,	0.0625,	-0.125,	-0.0625
16.371930919741853,	-0.17000000178813934,	0.0,	9.569999694824219,	-0.0625,	-0.125,	-0.125
16.37757836055584,	-0.17000000178813934,	0.0,	9.569999694824219,	-0.0625,	-0.125,	-0.125
16.383225801369825,	-0.1899999976158142,	-0.009999999776482582,	9.5600004196167,	0.0,	0.0,	0.0625
16.38887324218381,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0,	0.0,	0.0625
16.394520682997793,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	-0.0625,	0.0625
16.400168123811778,	-0.1599999964237213,	-0.019999999552965164,	9.5600004196167,	-0.0625,	-0.0625,	0.0625
16.40581556462576,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.125,	-0.1875
16.41146300543975,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.125,	-0.1875
16.417110446253734,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	0.125,	-0.125
16.422757887067718,	-0.1899999976158142,	0.0,	9.539999961853027,	0.0,	0.0,	-0.0625
16.428405327881702,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	0.0,	-0.0625
16.434052768695686,	-0.1599999964237213,	0.0,	9.529999732971191,	-0.125,	-0.0625,	-0.125
16.43970020950967,	-0.1899999976158142,	0.0,	9.539999961853027,	-0.125,	-0.0625,	-0.125
16.445347650323658,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0625,	0.0,	-0.125
16.450995091137642,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0625,	0.0,	-0.125
16.456642531951626,	-0.18000000715255737,	0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	0.0625
16.46228997276561,	-0.1899999976158142,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.125,	-0.0625
16.467937413579595,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.125,	-0.0625
16.47358485439358,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.0,	-0.0625
16.479232295207566,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.0625
16.48487973602155,	-0.1899999976158142,	-0.029999999329447746,	9.550000190734863,	-0.0625,	-0.1875,	-0.0625
16.490527176835535,	-0.1899999976158142,	-0.029999999329447746,	9.550000190734863,	-0.0625,	-0.1875,	-0.0625
16.49617461764952,	-0.17000000178813934,	-0.029999999329447746,	9.529999732971191,	0.0,	-0.0625,	-0.0625
16.501822058463503,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0,	-0.0625,	-0.0625
16.50746949927749,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0625,	0.0625,	-0.125
16.513116940091475,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	-0.0625,	0.0,	0.0
16.51876438090546,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0,	0.0
16.524411821719443,	-0.20999999344348907,	-0.029999999329447746,	9.539999961853027,	-0.125,	-0.0625,	-0.125
16.530059262533427,	-0.20999999344348907,	-0.029999999329447746,	9.539999961853027,	-0.125,	-0.0625,	-0.125
16.53570670334741,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.1875,	-0.125
16.5413541441614,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	0.0,	0.1875,	-0.125
16.547001584975384,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	0.0,	0.0,	-0.1875
16.552649025789368,	-0.1899999976158142,	0.0,	9.539999961853027,	0.0,	-0.125,	-0.125
16.558296466603352,	-0.17000000178813934,	0.0,	9.569999694824219,	0.0,	-0.125,	-0.125
16.563943907417336,	-0.17000000178813934,	0.0,	9.569999694824219,	0.0625,	-0.0625,	-0.25
16.56959134823132,	-0.1599999964237213,	-0.019999999552965164,	9.569999694824219,	0.0625,	-0.0625,	-0.25
16.575238789045308,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	0.0,	0.0,	-0.0625
16.580886229859292,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0,	0.0,	-0.0625
16.586533670673276,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0,	-0.0625
16.59218111148726,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	-0.0625,	0.0,	-0.0625
16.597828552301245,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	0.125,	-0.0625
16.60347599311523,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.125,	0.0,	0.0
16.609123433929216,	-0.18000000715255737,	0.0,	9.529999732971191,	0.125,	0.0,	0.0
16.6147708747432,	-0.18000000715255737,	0.0,	9.520000457763672,	0.0,	0.125,	-0.125
16.620418315557185,	-0.18000000715255737,	0.0,	9.520000457763672,	0.0,	0.125,	-0.125
16.62606575637117,	-0.14000000059604645,	-0.029999999329447746,	9.550000190734863,	0.125,	-0.0625,	-0.1875
16.631713197185153,	-0.1599999964237213,	0.0,	9.520000457763672,	0.125,	-0.0625,	-0.1875
16.637360637999137,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.125,	0.0
16.643008078813125,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.125,	0.0
16.64865551962711,	-0.1899999976158142,	0.0,	9.539999961853027,	-0.0625,	0.125,	-0.125
16.654302960441093,	-0.1899999976158142,	0.0,	9.539999961853027,	0.0,	-0.1875,	-0.125
16.659950401255077,	-0.1899999976158142,	0.0,	9.539999961853027,	0.0,	-0.1875,	-0.125
16.66559784206906,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0,	-0.25,	-0.1875
16.671245282883046,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.25,	-0.1875
16.676892723697033,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.0625
16.682540164511018,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.0625,	-0.0625
16.688187605325002,	-0.17000000178813934,	0.0,	9.539999961853027,	0.125,	0.0,	-0.25
16.693835046138986,	-0.18000000715255737,	-0.029999999329447746,	9.550000190734863,	-0.0625,	0.0625,	-0.125
16.69948248695297,	-0.18000000715255737,	-0.029999999329447746,	9.550000190734863,	-0.0625,	0.0625,	-0.125
16.705129927766958,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	-0.125,	-0.0625
16.710777368580942,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.0625
16.716424809394926,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	0.0,	-0.0625
16.72207225020891,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0625,	0.0,	-0.0625
16.727719691022894,	-0.1899999976158142,	0.0,	9.539999961853027,	0.125,	-0.0625,	-0.125
16.73336713183688,	-0.1899999976158142,	0.0,	9.539999961853027,	0.125,	-0.0625,	-0.125
16.739014572650866,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0625,	0.0625,	-0.0625
16.74466201346485,	-0.18000000715255737,	-0.019999999552965164,	9.539999961853027,	-0.125,	0.0625,	-0.125
16.750309454278835,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.125,	0.0625,	-0.125
16.75595689509282,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	-0.0625,	-0.0625
16.761604335906803,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.0625
16.767251776720787,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	0.0625,	0.0
16.772899217534775,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	0.0625,	0.0
16.77854665834876,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0,	0.0,	-0.1875
16.784194099162743,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	-0.0625,	-0.0625,	0.0
16.789841539976727,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	0.0
16.79548898079071,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0625,	-0.0625,	-0.0625
16.801136421604696,	-0.17000000178813934,	0.0,	9.579999923706055,	0.0625,	-0.0625,	-0.0625
16.806783862418683,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.0625,	0.0625,	-0.125
16.812431303232668,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.0625,	0.0625,	-0.125
16.81807874404665,	-0.18000000715255737,	0.009999999776482582,	9.550000190734863,	0.0,	0.1875,	-0.125
16.823726184860636,	-0.17000000178813934,	0.0,	9.569999694824219,	-0.0625,	-0.0625,	-0.0625
16.82937362567462,	-0.17000000178813934,	0.0,	9.569999694824219,	-0.0625,	-0.0625,	-0.0625
16.835021066488604,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
16.840668507302592,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
16.846315948116576,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	0.0,	0.0,	-0.1875
16.85196338893056,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	0.0,	0.0,	-0.1875
16.857610829744544,	-0.15000000596046448,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0,	0.0
16.86325827055853,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0,	0.0
16.868905711372516,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0,	0.0
16.8745531521865,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	0.0625,	-0.0625,	0.0
16.880200593000485,	-0.14000000059604645,	-0.009999999776482582,	9.520000457763672,	0.0625,	-0.0625,	0.0
16.88584803381447,	-0.14000000059604645,	-0.009999999776482582,	9.520000457763672,	0.0,	-0.125,	-0.0625
16.891495474628453,	-0.1599999964237213,	0.0,	9.5600004196167,	0.0,	-0.125,	-0.0625
16.897142915442437,	-0.17000000178813934,	0.009999999776482582,	9.569999694824219,	-0.0625,	0.0,	-0.1875
16.902790356256425,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.1875
16.90843779707041,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	0.0625,	0.0625
16.914085237884393,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0,	0.0625,	0.0625
16.919732678698377,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	0.125,	0.0625,	-0.0625
16.92538011951236,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	-0.125,	-0.125,	-0.125
16.931027560326346,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	-0.125,	-0.125
16.936675001140333,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	-0.125,	-0.0625
16.942322441954317,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	-0.125,	-0.0625
16.9479698827683,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	0.0625,	-0.1875
16.953617323582286,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	0.0625,	-0.1875
16.95926476439627,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.0625,	-0.125
16.964912205210254,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.0625,	-0.0625
16.970559646024242,	-0.15000000596046448,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.0625
16.976207086838226,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0625,	0.0625,	0.0
16.98185452765221,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0625,	0.0625,	0.0
16.987501968466194,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0,	-0.125
16.99314940928018,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0,	-0.125
16.998796850094163,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0625,	0.125,	-0.0625
17.00444429090815,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0625,	0.125,	-0.0625
17.010091731722135,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0625,	-0.1875,	-0.125
17.01573917253612,	-0.15000000596046448,	0.0,	9.550000190734863,	0.0,	0.0,	0.0
